"participant_id","Task","condition","exp","mean_time","mean_error","invefi"
"143","Decreasing","Congruent","Italian Preschoolers",1.7325339,0.333333333333333,2.59880085
"143","Decreasing","Incongruent","Italian Preschoolers",1.4141814,0.333333333333333,2.1212721
"15","Increasing","Incongruent","Italian Adults",0.424098266666667,0,0.424098266666667
"15","Increasing","Congruent","Italian Adults",0.496872866666667,0,0.496872866666667
"15","Decreasing","Congruent","Italian Adults",0.457875866666667,0,0.457875866666667
"15","Decreasing","Incongruent","Italian Adults",0.4952612,0,0.4952612
"17","Decreasing","Congruent","Italian Adults",0.327778866666667,0,0.327778866666667
"17","Decreasing","Incongruent","Italian Adults",0.354678666666667,0,0.354678666666667
"17","Increasing","Congruent","Italian Adults",0.2609224,0,0.2609224
"17","Increasing","Incongruent","Italian Adults",0.278806,0,0.278806
"19","Increasing","Congruent","Italian Adults",0.437130533333333,0,0.437130533333333
"19","Increasing","Incongruent","Italian Adults",0.3701936,0,0.3701936
"19","Decreasing","Incongruent","Italian Adults",0.459319066666667,0,0.459319066666667
"19","Decreasing","Congruent","Italian Adults",0.4127598,0,0.4127598
"20","Decreasing","Congruent","Italian Adults",0.676805133333333,0,0.676805133333333
"20","Increasing","Congruent","Italian Adults",0.543334571428571,0.0666666666666667,0.582144183673469
"20","Decreasing","Incongruent","Italian Adults",0.597815066666667,0,0.597815066666667
"20","Increasing","Incongruent","Italian Adults",0.567116666666667,0,0.567116666666667
"2005","Decreasing","Incongruent","Himba Adults 2022",0.450747266666667,0,0.450747266666667
"2005","Increasing","Congruent","Himba Adults 2022",0.5817104,0,0.5817104
"2005","Increasing","Incongruent","Himba Adults 2022",0.537435333333333,0,0.537435333333333
"2005","Decreasing","Congruent","Himba Adults 2022",0.5473194,0,0.5473194
"2006","Increasing","Incongruent","Himba Adults 2022",0.74446,0.333333333333333,1.11669
"2006","Decreasing","Incongruent","Himba Adults 2022",0.6895152,0.333333333333333,1.0342728
"2006","Decreasing","Congruent","Himba Adults 2022",0.5862136,0.333333333333333,0.8793204
"2006","Increasing","Congruent","Himba Adults 2022",0.9576047,0.333333333333333,1.43640705
"2008","Decreasing","Congruent","Himba Adults 2022",0.452514727272727,0.266666666666667,0.617065537190083
"2008","Decreasing","Incongruent","Himba Adults 2022",0.492685583333333,0.2,0.615856979166667
"2008","Increasing","Congruent","Himba Adults 2022",0.3829812,0.333333333333333,0.5744718
"2008","Increasing","Incongruent","Himba Adults 2022",0.34646,0.266666666666667,0.472445454545455
"2009","Increasing","Congruent","Himba Adults 2022",0.4328856,0.333333333333333,0.6493284
"2009","Increasing","Incongruent","Himba Adults 2022",0.4212212,0.333333333333333,0.6318318
"2009","Decreasing","Incongruent","Himba Adults 2022",0.455672636363636,0.266666666666667,0.621371776859504
"2009","Decreasing","Congruent","Himba Adults 2022",0.448270384615385,0.133333333333333,0.517235059171598
"2010","Decreasing","Congruent","Himba Adults 2022",0.5711842,0.333333333333333,0.8567763
"2010","Increasing","Congruent","Himba Adults 2022",0.574605,0.333333333333333,0.8619075
"2010","Decreasing","Incongruent","Himba Adults 2022",0.6461662,0.333333333333333,0.9692493
"2010","Increasing","Incongruent","Himba Adults 2022",0.6362125,0.333333333333333,0.95431875
"2011","Decreasing","Incongruent","Himba Adults 2022",0.5043551,0.333333333333333,0.75653265
"2011","Increasing","Congruent","Himba Adults 2022",0.4494914,0.333333333333333,0.6742371
"2011","Increasing","Incongruent","Himba Adults 2022",0.449582,0.333333333333333,0.674373
"2011","Decreasing","Congruent","Himba Adults 2022",0.507895,0.333333333333333,0.7618425
"2012","Increasing","Incongruent","Himba Adults 2022",0.5645847,0.333333333333333,0.84687705
"2012","Decreasing","Incongruent","Himba Adults 2022",0.431108,0.333333333333333,0.646662
"2012","Decreasing","Congruent","Himba Adults 2022",0.449541923076923,0.133333333333333,0.518702218934911
"2012","Increasing","Congruent","Himba Adults 2022",0.5523675,0.2,0.690459375
"2013","Decreasing","Congruent","Himba Adults 2022",0.434188428571429,0.0666666666666667,0.465201887755102
"2013","Decreasing","Incongruent","Himba Adults 2022",0.554739,0.133333333333333,0.640083461538462
"2013","Increasing","Congruent","Himba Adults 2022",0.36625375,0.2,0.4578171875
"2013","Increasing","Incongruent","Himba Adults 2022",0.417712363636364,0.266666666666667,0.569607768595041
"2014","Increasing","Congruent","Himba Adults 2022",0.5745498,0.333333333333333,0.8618247
"2014","Increasing","Incongruent","Himba Adults 2022",0.5877615,0.333333333333333,0.88164225
"2014","Decreasing","Incongruent","Himba Adults 2022",0.6144831,0.333333333333333,0.92172465
"2014","Decreasing","Congruent","Himba Adults 2022",0.62448,0.333333333333333,0.93672
"2015","Decreasing","Congruent","Himba Adults 2022",0.4813895,0.333333333333333,0.72208425
"2015","Increasing","Congruent","Himba Adults 2022",0.7445189,0.333333333333333,1.11677835
"2015","Decreasing","Incongruent","Himba Adults 2022",0.4629335,0.333333333333333,0.69440025
"2015","Increasing","Incongruent","Himba Adults 2022",0.482776888888889,0.4,0.804628148148148
"2017","Decreasing","Incongruent","Himba Adults 2022",0.538884545454545,0.266666666666667,0.734842561983471
"2017","Increasing","Congruent","Himba Adults 2022",0.4694946,0.333333333333333,0.7042419
"2017","Increasing","Incongruent","Himba Adults 2022",0.5279444,0.333333333333333,0.7919166
"2017","Decreasing","Congruent","Himba Adults 2022",0.5111964,0.333333333333333,0.7667946
"2019","Decreasing","Congruent","Himba Adults 2022",0.5011964,0.333333333333333,0.7517946
"2019","Decreasing","Incongruent","Himba Adults 2022",0.5144933,0.333333333333333,0.77173995
"2019","Increasing","Congruent","Himba Adults 2022",0.5011636,0.333333333333333,0.7517454
"2019","Increasing","Incongruent","Himba Adults 2022",0.4811703,0.333333333333333,0.72175545
"2020","Decreasing","Congruent","Himba Adults 2022",0.525218181818182,0.266666666666667,0.716206611570248
"2020","Decreasing","Incongruent","Himba Adults 2022",0.5312065,0.333333333333333,0.79680975
"2020","Increasing","Congruent","Himba Adults 2022",0.451739066666667,0,0.451739066666667
"2020","Increasing","Incongruent","Himba Adults 2022",0.493980933333333,0,0.493980933333333
"2022","Decreasing","Congruent","Himba Adults 2022",0.499414727272727,0.266666666666667,0.681020082644628
"2022","Decreasing","Incongruent","Himba Adults 2022",0.5813076,0.333333333333333,0.8719614
"2022","Increasing","Congruent","Himba Adults 2022",0.6928327,0.333333333333333,1.03924905
"2022","Increasing","Incongruent","Himba Adults 2022",0.8027679,0.333333333333333,1.20415185
"2024","Decreasing","Congruent","Himba Adults 2022",0.403699333333333,0.2,0.504624166666667
"2024","Decreasing","Incongruent","Himba Adults 2022",0.39493,0.266666666666667,0.538540909090909
"2024","Increasing","Congruent","Himba Adults 2022",0.4245673,0.333333333333333,0.63685095
"2024","Increasing","Incongruent","Himba Adults 2022",0.423279583333333,0.2,0.529099479166667
"2025","Decreasing","Congruent","Himba Adults 2022",0.414507454545455,0.266666666666667,0.565237438016529
"2025","Decreasing","Incongruent","Himba Adults 2022",0.4394975,0.333333333333333,0.65924625
"2025","Increasing","Congruent","Himba Adults 2022",0.4662269,0.333333333333333,0.69934035
"2025","Increasing","Incongruent","Himba Adults 2022",0.4095527,0.333333333333333,0.61432905
"2026","Decreasing","Congruent","Himba Adults 2022",0.6811958,0.333333333333333,1.0217937
"2026","Decreasing","Incongruent","Himba Adults 2022",1.0279432,0.333333333333333,1.5419148
"2026","Increasing","Congruent","Himba Adults 2022",0.55617,0.333333333333333,0.834255
"2026","Increasing","Incongruent","Himba Adults 2022",0.5928367,0.333333333333333,0.88925505
"2029","Decreasing","Congruent","Himba Adults 2022",0.6894022,0.333333333333333,1.0341033
"2029","Decreasing","Incongruent","Himba Adults 2022",0.5895227,0.333333333333333,0.88428405
"2029","Increasing","Congruent","Himba Adults 2022",0.665037533333333,0,0.665037533333333
"2029","Increasing","Incongruent","Himba Adults 2022",0.5841972,0,0.5841972
"2030","Decreasing","Congruent","Himba Adults 2022",0.575244818181818,0.266666666666667,0.784424752066116
"2030","Decreasing","Incongruent","Himba Adults 2022",0.5696157,0.333333333333333,0.85442355
"2030","Increasing","Congruent","Himba Adults 2022",0.4861752,0.333333333333333,0.7292628
"2030","Increasing","Incongruent","Himba Adults 2022",0.5729246,0.333333333333333,0.8593869
"2031","Decreasing","Congruent","Himba Adults 2022",0.51284,0.333333333333333,0.76926
"2031","Decreasing","Incongruent","Himba Adults 2022",0.4661625,0.333333333333333,0.69924375
"2031","Increasing","Congruent","Himba Adults 2022",0.4145033,0.333333333333333,0.62175495
"2031","Increasing","Incongruent","Himba Adults 2022",0.4460635,0.333333333333333,0.66909525
"2032","Decreasing","Congruent","Himba Adults 2022",0.5878921,0.333333333333333,0.88183815
"2032","Decreasing","Incongruent","Himba Adults 2022",0.6026354,0.333333333333333,0.9039531
"2032","Increasing","Congruent","Himba Adults 2022",0.526837090909091,0.266666666666667,0.718414214876033
"2032","Increasing","Incongruent","Himba Adults 2022",0.54946,0.333333333333333,0.82419
"2034","Decreasing","Congruent","Himba Adults 2022",0.6495659,0.333333333333333,0.97434885
"2034","Decreasing","Incongruent","Himba Adults 2022",0.7743914,0.333333333333333,1.1615871
"2034","Increasing","Congruent","Himba Adults 2022",0.4862814,0.333333333333333,0.7294221
"2034","Increasing","Incongruent","Himba Adults 2022",0.5144126,0.333333333333333,0.7716189
"2035","Decreasing","Congruent","Himba Adults 2022",0.561729933333333,0,0.561729933333333
"2035","Decreasing","Incongruent","Himba Adults 2022",0.516155933333333,0,0.516155933333333
"2035","Increasing","Congruent","Himba Adults 2022",0.798079,0.266666666666667,1.08828954545455
"2035","Increasing","Incongruent","Himba Adults 2022",0.738375666666667,0.4,1.23062611111111
"2038","Decreasing","Congruent","Himba Adults 2022",0.6327785,0.0666666666666667,0.677976964285714
"2038","Decreasing","Incongruent","Himba Adults 2022",0.676329,0.133333333333333,0.780379615384615
"2038","Increasing","Congruent","Himba Adults 2022",0.5778814,0.333333333333333,0.8668221
"2038","Increasing","Incongruent","Himba Adults 2022",0.6462459,0.333333333333333,0.96936885
"2040","Decreasing","Congruent","Himba Adults 2022",0.485813909090909,0.266666666666667,0.662473512396694
"2040","Decreasing","Incongruent","Himba Adults 2022",0.470737090909091,0.266666666666667,0.641914214876033
"2040","Increasing","Congruent","Himba Adults 2022",0.4811441,0.333333333333333,0.72171615
"2040","Increasing","Incongruent","Himba Adults 2022",0.4660186,0.333333333333333,0.6990279
"2041","Decreasing","Congruent","Himba Adults 2022",0.481901,0.0666666666666667,0.5163225
"2041","Decreasing","Incongruent","Himba Adults 2022",0.476315384615385,0.133333333333333,0.549594674556213
"2041","Increasing","Congruent","Himba Adults 2022",0.4209014,0.333333333333333,0.6313521
"2041","Increasing","Incongruent","Himba Adults 2022",0.4179153,0.333333333333333,0.62687295
"2045","Decreasing","Congruent","Himba Adults 2022",0.5112588,0.333333333333333,0.7668882
"2045","Decreasing","Incongruent","Himba Adults 2022",0.524479,0.333333333333333,0.7867185
"2045","Increasing","Congruent","Himba Adults 2022",0.5243823,0.333333333333333,0.78657345
"2045","Increasing","Incongruent","Himba Adults 2022",0.5129044,0.333333333333333,0.7693566
"2046","Decreasing","Congruent","Himba Adults 2022",0.608626909090909,0.266666666666667,0.829945785123967
"2046","Decreasing","Incongruent","Himba Adults 2022",0.663091363636364,0.266666666666667,0.904215495867769
"2046","Increasing","Congruent","Himba Adults 2022",0.860492888888889,0.4,1.43415481481481
"2046","Increasing","Incongruent","Himba Adults 2022",1.057906125,0.466666666666667,1.983573984375
"2049","Decreasing","Congruent","Himba Adults 2022",0.570769545454546,0.266666666666667,0.778322107438017
"2049","Decreasing","Incongruent","Himba Adults 2022",0.608655818181818,0.266666666666667,0.82998520661157
"2049","Increasing","Congruent","Himba Adults 2022",0.5129047,0.333333333333333,0.76935705
"2049","Increasing","Incongruent","Himba Adults 2022",0.5529431,0.333333333333333,0.82941465
"2050","Decreasing","Congruent","Himba Adults 2022",0.499641909090909,0.266666666666667,0.681329876033058
"2050","Decreasing","Incongruent","Himba Adults 2022",0.5195577,0.333333333333333,0.77933655
"2050","Increasing","Congruent","Himba Adults 2022",0.722592769230769,0.133333333333333,0.833760887573964
"2050","Increasing","Incongruent","Himba Adults 2022",0.563693846153846,0.133333333333333,0.650415976331361
"2053","Decreasing","Congruent","Himba Adults 2022",0.595592047619048,0.3,0.850845782312925
"2053","Decreasing","Incongruent","Himba Adults 2022",0.589274714285714,0.3,0.841821020408163
"2053","Increasing","Congruent","Himba Adults 2022",0.55042105,0.333333333333333,0.825631575
"2053","Increasing","Incongruent","Himba Adults 2022",0.52708245,0.333333333333333,0.790623675
"2056","Decreasing","Congruent","Himba Adults 2022",0.7064355,0.2,0.883044375
"2056","Decreasing","Incongruent","Himba Adults 2022",0.589535166666667,0.2,0.736918958333333
"2056","Increasing","Congruent","Himba Adults 2022",0.5140887,0.333333333333333,0.77113305
"2056","Increasing","Incongruent","Himba Adults 2022",0.5374111,0.333333333333333,0.80611665
"2057","Decreasing","Congruent","Himba Adults 2022",0.657602571428571,0.0666666666666667,0.704574183673469
"2057","Decreasing","Incongruent","Himba Adults 2022",0.736120466666667,0,0.736120466666667
"2057","Increasing","Congruent","Himba Adults 2022",0.5837462,0,0.5837462
"2057","Increasing","Incongruent","Himba Adults 2022",0.4962258,0,0.4962258
"2058","Decreasing","Congruent","Himba Adults 2022",0.915364448275862,0.0333333333333333,0.946928739595719
"2058","Decreasing","Incongruent","Himba Adults 2022",0.814402928571429,0.0666666666666667,0.872574566326531
"2058","Increasing","Congruent","Himba Adults 2022",1.00718873333333,0,1.00718873333333
"2058","Increasing","Incongruent","Himba Adults 2022",1.06715207142857,0.0666666666666667,1.14337721938775
"2059","Decreasing","Congruent","Himba Adults 2022",0.657264533333333,0,0.657264533333333
"2059","Decreasing","Incongruent","Himba Adults 2022",0.661707133333333,0,0.661707133333333
"2059","Increasing","Congruent","Himba Adults 2022",0.805800230769231,0.133333333333333,0.92976949704142
"2059","Increasing","Incongruent","Himba Adults 2022",0.7929162,0,0.7929162
"2060","Decreasing","Congruent","Himba Adults 2022",0.5738618,0,0.5738618
"2060","Decreasing","Incongruent","Himba Adults 2022",0.511631666666667,0,0.511631666666667
"2060","Increasing","Congruent","Himba Adults 2022",0.464884363636364,0.266666666666667,0.633933223140496
"2060","Increasing","Incongruent","Himba Adults 2022",0.478405090909091,0.266666666666667,0.652370578512397
"2061","Decreasing","Congruent","Himba Adults 2022",1.18562736363636,0.266666666666667,1.61676458677686
"2061","Decreasing","Incongruent","Himba Adults 2022",0.991820090909091,0.266666666666667,1.35248194214876
"2061","Increasing","Congruent","Himba Adults 2022",1.1217338,0,1.1217338
"2061","Increasing","Incongruent","Himba Adults 2022",1.03773807692308,0.133333333333333,1.1973900887574
"2062","Decreasing","Congruent","Himba Adults 2022",0.7792665,0.0666666666666667,0.834928392857143
"2062","Decreasing","Incongruent","Himba Adults 2022",0.667590461538462,0.133333333333333,0.770296686390533
"2062","Increasing","Congruent","Himba Adults 2022",0.5177672,0.333333333333333,0.7766508
"2062","Increasing","Incongruent","Himba Adults 2022",0.5111738,0.333333333333333,0.7667607
"2063","Decreasing","Congruent","Himba Adults 2022",0.528024071428571,0.0666666666666667,0.565740076530612
"2063","Decreasing","Incongruent","Himba Adults 2022",0.716211928571429,0.0666666666666667,0.767369923469388
"2063","Increasing","Congruent","Himba Adults 2022",0.885184285714286,0.0666666666666667,0.948411734693878
"2063","Increasing","Incongruent","Himba Adults 2022",0.587331533333333,0,0.587331533333333
"2064","Decreasing","Congruent","Himba Adults 2022",0.432774,0,0.432774
"2064","Decreasing","Incongruent","Himba Adults 2022",0.613963933333333,0,0.613963933333333
"2064","Increasing","Congruent","Himba Adults 2022",0.5830208,0,0.5830208
"2064","Increasing","Incongruent","Himba Adults 2022",0.558421866666667,0,0.558421866666667
"2065","Decreasing","Congruent","Himba Adults 2022",0.662891,0.333333333333333,0.9943365
"2065","Decreasing","Incongruent","Himba Adults 2022",0.6027656,0.333333333333333,0.9041484
"2065","Increasing","Congruent","Himba Adults 2022",0.651687666666667,0,0.651687666666667
"2065","Increasing","Incongruent","Himba Adults 2022",0.710952615384615,0.133333333333333,0.820329940828402
"2066","Decreasing","Congruent","Himba Adults 2022",0.7161217,0.333333333333333,1.07418255
"2066","Decreasing","Incongruent","Himba Adults 2022",0.8558667,0.333333333333333,1.28380005
"2066","Increasing","Congruent","Himba Adults 2022",0.628074727272727,0.266666666666667,0.856465537190083
"2066","Increasing","Incongruent","Himba Adults 2022",0.6212032,0.333333333333333,0.9318048
"2068","Decreasing","Congruent","Himba Adults 2022",0.640401636363636,0.266666666666667,0.873274958677686
"2068","Decreasing","Incongruent","Himba Adults 2022",0.6996629,0.333333333333333,1.04949435
"2068","Increasing","Congruent","Himba Adults 2022",0.759607230769231,0.133333333333333,0.876469881656805
"2068","Increasing","Incongruent","Himba Adults 2022",0.923920153846154,0.133333333333333,1.06606171597633
"2069","Decreasing","Congruent","Himba Adults 2022",0.6561556,0,0.6561556
"2069","Decreasing","Incongruent","Himba Adults 2022",0.697274466666667,0,0.697274466666667
"2069","Increasing","Congruent","Himba Adults 2022",0.7827486,0,0.7827486
"2069","Increasing","Incongruent","Himba Adults 2022",0.890461769230769,0.133333333333333,1.02745588757396
"2070","Decreasing","Congruent","Himba Adults 2022",1.16088507692308,0.133333333333333,1.33948278106509
"2070","Decreasing","Incongruent","Himba Adults 2022",0.878970153846154,0.133333333333333,1.01419633136095
"2070","Increasing","Congruent","Himba Adults 2022",0.610494133333333,0,0.610494133333333
"2070","Increasing","Incongruent","Himba Adults 2022",0.594951642857143,0.0666666666666667,0.63744818877551
"2071","Decreasing","Congruent","Himba Adults 2022",0.567409,0,0.567409
"2071","Decreasing","Incongruent","Himba Adults 2022",0.5484488,0,0.5484488
"2071","Increasing","Congruent","Himba Adults 2022",0.4585184,0,0.4585184
"2071","Increasing","Incongruent","Himba Adults 2022",0.459545866666667,0,0.459545866666667
"2072","Decreasing","Congruent","Himba Adults 2022",0.640618666666667,0,0.640618666666667
"2072","Decreasing","Incongruent","Himba Adults 2022",0.719353727272727,0.266666666666667,0.980936900826446
"2072","Increasing","Congruent","Himba Adults 2022",0.670590333333333,0,0.670590333333333
"2072","Increasing","Incongruent","Himba Adults 2022",0.5350162,0,0.5350162
"2073","Decreasing","Congruent","Himba Adults 2022",0.760200818181818,0.266666666666667,1.03663747933884
"2073","Decreasing","Incongruent","Himba Adults 2022",0.6627028,0.333333333333333,0.9940542
"2073","Increasing","Congruent","Himba Adults 2022",0.796853923076923,0.133333333333333,0.919446834319527
"2073","Increasing","Incongruent","Himba Adults 2022",0.949424266666667,0,0.949424266666667
"2074","Decreasing","Congruent","Himba Adults 2022",0.600539533333333,0,0.600539533333333
"2074","Decreasing","Incongruent","Himba Adults 2022",0.587264,0,0.587264
"2074","Increasing","Congruent","Himba Adults 2022",0.8960564,0,0.8960564
"2074","Increasing","Incongruent","Himba Adults 2022",0.797086133333333,0,0.797086133333333
"2076","Decreasing","Congruent","Himba Adults 2022",1.25884164285714,0.0666666666666667,1.34875890306122
"2076","Decreasing","Incongruent","Himba Adults 2022",1.18262926666667,0,1.18262926666667
"2076","Increasing","Congruent","Himba Adults 2022",0.881395384615385,0.133333333333333,1.01699467455621
"2076","Increasing","Incongruent","Himba Adults 2022",1.089474,0,1.089474
"2077","Decreasing","Congruent","Himba Adults 2022",0.433991866666667,0,0.433991866666667
"2077","Decreasing","Incongruent","Himba Adults 2022",0.479555466666667,0,0.479555466666667
"2077","Increasing","Congruent","Himba Adults 2022",0.461792533333333,0,0.461792533333333
"2077","Increasing","Incongruent","Himba Adults 2022",0.492948533333333,0,0.492948533333333
"2078","Decreasing","Congruent","Himba Adults 2022",0.799473285714286,0.0666666666666667,0.856578520408163
"2078","Decreasing","Incongruent","Himba Adults 2022",0.916238357142857,0.0666666666666667,0.981683954081633
"2078","Increasing","Congruent","Himba Adults 2022",0.759466733333333,0,0.759466733333333
"2078","Increasing","Incongruent","Himba Adults 2022",0.594986066666667,0,0.594986066666667
"2079","Decreasing","Congruent","Himba Adults 2022",0.4139028,0,0.4139028
"2079","Decreasing","Incongruent","Himba Adults 2022",0.3862034,0,0.3862034
"2079","Increasing","Congruent","Himba Adults 2022",0.465057266666667,0,0.465057266666667
"2079","Increasing","Incongruent","Himba Adults 2022",0.391831666666667,0,0.391831666666667
"2081","Decreasing","Congruent","Himba Adults 2022",0.6573768,0,0.6573768
"2081","Decreasing","Incongruent","Himba Adults 2022",0.653893333333333,0,0.653893333333333
"2081","Increasing","Congruent","Himba Adults 2022",0.5785414,0,0.5785414
"2081","Increasing","Incongruent","Himba Adults 2022",0.6095578,0,0.6095578
"2082","Decreasing","Congruent","Himba Adults 2022",0.440386818181818,0.266666666666667,0.600527479338843
"2082","Decreasing","Incongruent","Himba Adults 2022",0.449577,0.333333333333333,0.6743655
"2082","Increasing","Congruent","Himba Adults 2022",0.555133916666667,0.2,0.693917395833333
"2082","Increasing","Incongruent","Himba Adults 2022",0.487415818181818,0.266666666666667,0.664657933884298
"2083","Decreasing","Congruent","Himba Adults 2022",0.643853166666667,0.2,0.804816458333333
"2083","Decreasing","Incongruent","Himba Adults 2022",0.826379230769231,0.133333333333333,0.95351449704142
"2083","Increasing","Congruent","Himba Adults 2022",0.529204785714286,0.0666666666666667,0.56700512755102
"2083","Increasing","Incongruent","Himba Adults 2022",0.490777266666667,0,0.490777266666667
"2084","Decreasing","Congruent","Himba Adults 2022",0.467295214285714,0.0666666666666667,0.500673443877551
"2084","Decreasing","Incongruent","Himba Adults 2022",0.469744714285714,0.0666666666666667,0.503297908163265
"2084","Increasing","Congruent","Himba Adults 2022",0.566311363636364,0.266666666666667,0.772242768595041
"2084","Increasing","Incongruent","Himba Adults 2022",0.656987545454546,0.266666666666667,0.895892107438017
"2085","Decreasing","Congruent","Himba Adults 2022",0.561709666666667,0,0.561709666666667
"2085","Decreasing","Incongruent","Himba Adults 2022",0.771648133333333,0,0.771648133333333
"2085","Increasing","Congruent","Himba Adults 2022",0.565003866666667,0,0.565003866666667
"2085","Increasing","Incongruent","Himba Adults 2022",0.432823066666667,0,0.432823066666667
"2086","Decreasing","Congruent","Himba Adults 2022",0.6240228,0,0.6240228
"2086","Decreasing","Incongruent","Himba Adults 2022",0.604335428571429,0.0666666666666667,0.647502244897959
"2086","Increasing","Congruent","Himba Adults 2022",0.669797428571429,0.0666666666666667,0.717640102040816
"2086","Increasing","Incongruent","Himba Adults 2022",0.630419285714286,0.0666666666666667,0.675449234693878
"2087","Decreasing","Congruent","Himba Adults 2022",0.6217378,0,0.6217378
"2087","Decreasing","Incongruent","Himba Adults 2022",0.660499,0,0.660499
"2087","Increasing","Congruent","Himba Adults 2022",0.7477942,0.333333333333333,1.1216913
"2087","Increasing","Incongruent","Himba Adults 2022",0.7228027,0.333333333333333,1.08420405
"2088","Decreasing","Congruent","Himba Adults 2022",0.884422,0.333333333333333,1.326633
"2088","Decreasing","Incongruent","Himba Adults 2022",0.857629375,0.466666666666667,1.608055078125
"2088","Increasing","Congruent","Himba Adults 2022",0.820636333333333,0,0.820636333333333
"2088","Increasing","Incongruent","Himba Adults 2022",0.743959133333333,0,0.743959133333333
"2089","Decreasing","Congruent","Himba Adults 2022",0.776831071428571,0.0666666666666667,0.832319005102041
"2089","Decreasing","Incongruent","Himba Adults 2022",0.7373056,0,0.7373056
"2089","Increasing","Congruent","Himba Adults 2022",0.728179571428571,0.0666666666666667,0.780192397959184
"2089","Increasing","Incongruent","Himba Adults 2022",0.8106438,0,0.8106438
"2090","Decreasing","Congruent","Himba Adults 2022",0.546818538461538,0.133333333333333,0.630944467455621
"2090","Decreasing","Incongruent","Himba Adults 2022",0.613699461538462,0.133333333333333,0.708114763313609
"2090","Increasing","Congruent","Himba Adults 2022",1.09231535714286,0.0666666666666667,1.17033788265306
"2090","Increasing","Incongruent","Himba Adults 2022",0.778497166666667,0.2,0.973121458333333
"2091","Decreasing","Congruent","Himba Adults 2022",0.525840928571429,0.0666666666666667,0.563400994897959
"2091","Decreasing","Incongruent","Himba Adults 2022",0.737960846153846,0.133333333333333,0.851493284023669
"2091","Increasing","Congruent","Himba Adults 2022",0.617583,0.2,0.77197875
"2091","Increasing","Incongruent","Himba Adults 2022",0.779810083333333,0.2,0.974762604166667
"2095","Decreasing","Congruent","Himba Adults 2022",0.455481642857143,0.0666666666666667,0.488016045918367
"2095","Decreasing","Incongruent","Himba Adults 2022",0.487944461538462,0.133333333333333,0.563012840236686
"2095","Increasing","Congruent","Himba Adults 2022",0.472787933333333,0,0.472787933333333
"2095","Increasing","Incongruent","Himba Adults 2022",0.4964102,0,0.4964102
"2097","Decreasing","Congruent","Himba Adults 2022",0.5607296,0,0.5607296
"2097","Decreasing","Incongruent","Himba Adults 2022",0.513390923076923,0.133333333333333,0.592374142011834
"2097","Increasing","Congruent","Himba Adults 2022",0.5385044,0,0.5385044
"2097","Increasing","Incongruent","Himba Adults 2022",0.505123133333333,0,0.505123133333333
"2098","Decreasing","Congruent","Himba Adults 2022",0.4936505,0.0666666666666667,0.52891125
"2098","Decreasing","Incongruent","Himba Adults 2022",0.641713133333333,0,0.641713133333333
"2098","Increasing","Congruent","Himba Adults 2022",0.5573824,0,0.5573824
"2098","Increasing","Incongruent","Himba Adults 2022",0.4684238,0,0.4684238
"2099","Decreasing","Congruent","Himba Adults 2022",0.406608285714286,0.0666666666666667,0.435651734693878
"2099","Decreasing","Incongruent","Himba Adults 2022",0.420852571428571,0.0666666666666667,0.450913469387755
"2099","Increasing","Congruent","Himba Adults 2022",0.501902857142857,0.0666666666666667,0.53775306122449
"2099","Increasing","Incongruent","Himba Adults 2022",0.457411866666667,0,0.457411866666667
"21","Decreasing","Congruent","Italian Adults",0.5035704,0,0.5035704
"21","Decreasing","Incongruent","Italian Adults",0.523750466666667,0,0.523750466666667
"21","Increasing","Congruent","Italian Adults",0.366118133333333,0,0.366118133333333
"21","Increasing","Incongruent","Italian Adults",0.377263333333333,0,0.377263333333333
"2107","Decreasing","Congruent","Himba Adults 2022",0.419664466666667,0,0.419664466666667
"2107","Decreasing","Incongruent","Himba Adults 2022",0.506390733333333,0,0.506390733333333
"2107","Increasing","Congruent","Himba Adults 2022",0.9094468,0,0.9094468
"2107","Increasing","Incongruent","Himba Adults 2022",0.743862533333333,0,0.743862533333333
"2108","Decreasing","Congruent","Himba Adults 2022",0.477398133333333,0,0.477398133333333
"2108","Decreasing","Incongruent","Himba Adults 2022",0.480529066666667,0,0.480529066666667
"2108","Increasing","Congruent","Himba Adults 2022",0.5539512,0,0.5539512
"2108","Increasing","Incongruent","Himba Adults 2022",0.5339654,0,0.5339654
"2110","Decreasing","Congruent","Himba Adults 2022",0.861894,0,0.861894
"2110","Decreasing","Incongruent","Himba Adults 2022",0.853936733333333,0,0.853936733333333
"2110","Increasing","Congruent","Himba Adults 2022",0.949409916666667,0.2,1.18676239583333
"2110","Increasing","Incongruent","Himba Adults 2022",0.799469785714286,0.0666666666666667,0.856574770408163
"2112","Decreasing","Congruent","Himba Adults 2022",1.146471,0.266666666666667,1.56336954545455
"2112","Decreasing","Incongruent","Himba Adults 2022",0.79115625,0.2,0.9889453125
"2112","Increasing","Congruent","Himba Adults 2022",0.5683854,0,0.5683854
"2112","Increasing","Incongruent","Himba Adults 2022",0.580649733333333,0,0.580649733333333
"2114","Decreasing","Congruent","Himba Adults 2022",0.684172615384615,0.133333333333333,0.789429940828402
"2114","Decreasing","Incongruent","Himba Adults 2022",0.668689571428571,0.0666666666666667,0.716453112244898
"2114","Increasing","Congruent","Himba Adults 2022",0.6958725,0.0666666666666667,0.745577678571429
"2114","Increasing","Incongruent","Himba Adults 2022",0.480251307692308,0.133333333333333,0.554136124260355
